id,GA,PKA,FK,CK,OG,PSxG,PSxG+/-,Cmp,Att,Att.1,Thr,Att.2,Opp,Stp,#OPA,TotLen,TotLen.1,TotDist
8fa8f8d2,43,2,2,5,0,33.8,-9.2,166,388,655,126,213,326,13,45,22073.5,10948.2,837.0
8870154f,17,1,0,2,1,17.0,1.0,132,283,333,68,125,230,21,18,13653.0,6737.5,235.8
2f965a72,17,4,0,1,1,18.3,2.3,40,94,377,100,139,255,7,13,9538.1,4448.0,178.1
b7e7937d,38,3,0,3,1,34.2,-2.8,87,225,462,113,186,327,9,15,13998.6,7644.6,189.0
8a2248b4,29,2,0,5,1,40.4,12.4,127,344,838,204,308,559,17,14,23883.0,12689.6,161.0
28dabd43,58,4,0,4,1,60.4,3.4,234,690,825,160,290,491,28,33,33000.0,16008.0,478.5
380a15e2,0,0,0,0,0,0.1,0.1,9,25,23,3,13,13,1,0,917.7,679.9,0.0
249cdcff,1,0,0,0,0,1.0,0.0,10,32,36,8,17,37,4,2,1418.4,1028.5,35.6
e40d028b,18,1,1,2,3,17.9,2.9,21,53,301,79,108,174,2,16,6351.1,3369.6,262.4
26975a92,48,3,0,3,2,47.2,1.2,240,576,707,183,290,524,17,33,27078.1,14703.0,458.7
5ee6e943,34,1,1,3,0,30.9,-3.1,154,380,369,61,173,275,15,4,16309.8,10258.9,37.2
950ff24d,6,1,0,0,0,3.7,-2.3,0,1,67,21,17,31,0,5,1427.1,418.2,97.0
2434f24a,42,6,1,11,0,46.4,4.4,254,578,833,124,325,576,13,22,31320.8,15827.5,299.2
26383ea5,4,1,0,1,0,5.0,1.0,18,54,109,24,36,60,6,3,3607.9,1530.0,38.1
0e12089d,17,2,2,2,0,13.3,-3.7,73,188,207,36,91,160,7,7,8010.9,5278.0,96.6
132bb875,12,1,1,1,0,8.1,-3.9,48,128,180,36,72,121,6,10,6588.0,3535.2,145.0
4d3e9033,5,0,1,1,0,3.7,-1.3,11,21,83,24,29,46,0,9,2008.6,1133.9,150.3
bc270726,52,6,3,7,2,47.9,-2.1,296,775,826,82,329,571,14,18,35270.2,18654.3,246.6
a56bd2ee,34,2,1,1,0,25.1,-8.9,151,344,360,62,131,208,11,7,15984.0,7912.4,82.6
a4527d33,0,0,0,0,0,0.1,0.1,13,27,25,7,15,17,1,0,1000.0,1002.0,0.0
dc366c36,48,3,0,8,1,39.1,-7.9,177,445,650,133,254,488,16,49,23465.0,12852.4,837.9
2fa2a875,42,3,1,8,2,41.4,1.4,310,687,1003,180,277,495,24,39,40019.7,13240.6,534.3
f00de885,42,5,1,3,3,35.9,-3.1,127,306,820,169,250,395,13,30,24928.0,9425.0,456.0
fcb38f57,33,6,1,4,0,39.0,6.0,177,557,840,189,273,497,29,44,30408.0,14605.5,726.0
1d2d5cc8,40,6,0,2,0,35.2,-4.8,158,417,789,130,192,329,17,27,28167.3,8371.2,394.2
33887998,42,7,1,3,2,44.9,4.9,257,654,861,136,291,667,28,27,35042.7,15655.8,356.4
28a65a2c,1,0,0,0,1,1.7,1.7,0,1,29,12,3,13,0,0,649.6,114.0,0.0
c977ef13,1,1,0,0,0,1.0,0.0,4,9,20,4,3,11,0,2,752.0,231.0,36.6
76806215,12,4,1,0,0,10.7,-1.3,38,76,185,41,57,85,4,9,5661.0,2137.5,135.0
c252c705,0,0,0,0,0,0.2,0.2,8,23,22,2,13,22,0,0,844.8,683.8,0.0
bcf1b2e9,45,4,1,4,1,43.5,-0.5,211,555,789,138,312,498,15,32,29824.2,14882.4,492.8
cac76a72,40,7,0,7,0,47.3,7.3,171,570,872,159,320,475,11,18,31740.8,14112.0,230.4
60d90c55,54,6,4,5,2,65.9,13.9,356,772,913,178,316,606,37,16,37706.9,17253.6,187.2
834b5c4c,48,7,3,4,1,45.0,-2.0,256,649,815,186,327,566,26,30,32029.5,18017.7,369.0
f6db3bd5,12,2,0,3,0,12.9,0.9,57,152,230,51,83,139,5,6,8763.0,3967.4,86.4
8417953b,7,0,0,0,1,3.4,-2.6,5,18,49,12,13,30,0,1,1391.6,594.1,13.5
b056e3da,30,1,0,5,0,31.2,1.2,170,371,612,117,220,337,18,38,20502.0,10736.0,577.6
